0, 0.005779488835654472, 16, 0.5126449510691157, 0, NaN, 0
1, 0.006162413717945867, 15, 0.5466106724551298, 0.006162413717945867, 0.006162413717945867, 0.17254758410248427
2, 0.007062108391174959, 14, 0.5851241146980577, 0.026108400718889244, 0.013054200359444622, 0.7310352201288989
3, 0.008774448626047204, 13, 0.6290469845257777, 0.07576321435327996, 0.025254404784426653, 2.121370001891839
4, 0.011922181414177785, 12, 0.6793035002777529, 0.18684951487584417, 0.04671237871896104, 5.231786416523637
5, 0.017830779386400455, 11, 0.7366269154601999, 0.42023404751405513, 0.08404680950281103, 11.766553330393544
6, 0.029348393071481203, 10, 0.8007875757160283, 0.8867357933152743, 0.14778929888587905, 24.828602212827683
7, 0.05232911365801508, 9, 0.8686983124801531, 1.7641953646184105, 0.2520279092312015, 49.3974702093155
8, 0.09674440292820596, 8, 0.9314823344802877, 3.2474011576905344, 0.4059251447113168, 90.92723241533497
9, 0.17231474632758584, 7, 0.9754861918282023, 5.318357183959948, 0.5909285759955498, 148.91400115087856
10, 0.2764289570933499, 6, 0.9949101839966441, 7.544758915136824, 0.7544758915136824, 211.2532496238311
11, 0.39425573447504025, 5, 0.9994780381161835, 9.475375205054085, 0.8613977459140078, 265.3105057415144
12, 0.5151619100711748, 4, 0.9999785604782019, 11.059205515725075, 0.9216004596437563, 309.65775444030214
13, 0.6363637221312318, 3, 0.9999997641391124, 12.42857421446794, 0.9560441703436877, 348.00007800510235
14, 0.757575757642728, 2, 0.9999999997237473, 13.680000001984169, 0.9771428572845835, 383.04000005555673
15, 0.8787878787878791, 1, 0.9999999999999982, 14.862068965517249, 0.9908045977011499, 416.137931034483
16, NaN, 0, NaN, NaN, NaN, NaN
